OBJECTID,省,省代码,市,市代码,县,县代码,年度,县类型,市类型,省类型,x,y,县代码_,area,人口,标记,dem,road,black,water,resid_sum,gaia_sum,crop_sum,bare_sum,mj,resid_lv,crop_lv,gaia_lv,bare_lv,pop_lv,population,class,forest_sum,cfg_sum,gaia_resid,black_revise,forest_lv,cfg_lv,gaia_crop_sum,gaia_c_lv,geo_subdivision,peo_subdivision,pop,eco_subdivision,pl,geo_subdivision1,geo_subdivision2,worldpop,landscan,geo_subdivision3,geo_subdivision4,city_lv,town_lv,gj_lv,town_sum,gj_sum,geo_subdivision6,lake_lv,black_revise1,Shape_Length,Shape_Area,city_sum,区县,lake_sum
1,安徽省,340000,安庆市,340800,大观区,340803,0,市辖区,地级市,省,116.9120026,30.4878998,340803,274.3750000,275003.000000000000000, ,23.808450704199998,0.000000000000000,3.480138253975192,0.000000000000000,34201.000000000000000,27012.000000000000000,131504.000000000000000,0.000000000000000,274.374825462624930,0.112185512528474,0.431357084282460,0.000000000000000,0.000000000000000,1002.288838268792700,0.000000000000000,1,17670.000000000000000,0.000000000000000,0.000000000000000,3.480138253975192,0.057960820045558,0.000000000000000,0.000000000000000,0.088604282460137,3,6,275003.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.050757539863326,0.060778496583144,0.000649476082005,18529.000000000000000,198.0000000,4.000000000000000,12.704965831435080,3.480138253975192,105025.252735879840000,274374825.462624910000000,15474.000000000000000,,3873250.000000000000000
2,安徽省,340000,安庆市,340800,怀宁县,340822,0,县,地级市,省,116.7549973,30.5876999,340822,1257.9100342,592750.000000000000000, ,48.381818181800000,0.000000000000000,0.030009038588303,0.000000000000000,116255.000000000000000,99560.000000000000000,892025.000000000000000,0.000000000000000,1257.909390847953800,0.083177252074495,0.638219330624498,0.000000000000000,0.000000000000000,471.218118858989900,0.000000000000000,3,237487.000000000000000,0.000000000000000,0.000000000000000,0.030009038588303,0.169915410635375,0.000000000000000,0.000000000000000,0.071232439177125,3,6,592750.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.012373380907284,0.062528716571764,0.008275154595446,87395.000000000000000,11566.0000000,1.000000000000000,1.766833509241665,0.030009038588303,213382.892105719370000,1257909390.847953800000000,17294.000000000000000,,2469464.000000000000000
3,安徽省,340000,安庆市,340800,潜山市,340882,2018,县级市,地级市,省,116.5410004,30.7548008,340882,1687.4499512,500292.000000000000000, ,266.490778228000010,0.000000000000000,0.166092426039790,0.000000000000000,60409.000000000000000,52250.000000000000000,658466.000000000000000,959.000000000000000,1687.448198306960200,0.032219088905270,0.351192282525740,0.000000000000000,0.000511481836484,296.478126449062810,0.000000000000000,2,1043042.000000000000000,0.000000000000000,0.000000000000000,0.166092426039790,0.556305565891350,0.000000000000000,0.000000000000000,0.027867493176519,3,6,500292.000000000000000,4.000000000000000,3,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.006384722695045,0.020239000259701,0.005595365950524,37947.000000000000000,10491.0000000,3.000000000000000,0.907895193535109,0.166092426039790,235488.057323035430000,1687448198.306960100000000,11971.000000000000000,,1702253.000000000000000
4,安徽省,340000,安庆市,340800,宿松县,340826,0,县,地级市,省,116.2409973,30.1040001,340826,2376.4499512,571025.000000000000000, ,59.792935839300000,0.000000000000000,0.074862478874482,0.000000000000000,93405.000000000000000,13645.000000000000000,1267157.000000000000000,0.000000000000000,2376.450487077189300,0.035373982927158,0.479892833189113,0.000000000000000,0.000000000000000,240.284883642685660,0.000000000000000,3,444472.000000000000000,0.000000000000000,0.000000000000000,0.074862478874482,0.168328729078742,0.000000000000000,0.000000000000000,0.005167582003545,3,6,571025.000000000000000,4.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.004678659440952,0.030029919193042,0.000665404293164,79294.000000000000000,1757.0000000,4.000000000000000,12.161908221861674,0.074862478874482,244682.314878627750000,2376450487.077189400000000,12354.000000000000000,,32113518.000000000000000
5,安徽省,340000,安庆市,340800,太湖县,340825,0,县,地级市,省,116.1729965,30.4950008,340825,2039.7900391,515283.000000000000000, ,234.014210920000010,0.000000000000000,0.194785419011052,0.000000000000000,67307.000000000000000,29503.000000000000000,598505.000000000000000,0.000000000000000,2039.789094402212400,0.029697321214413,0.264073502509880,0.000000000000000,0.000000000000000,252.615705603125320,0.000000000000000,3,1347440.000000000000000,0.000000000000000,0.000000000000000,0.194785419011052,0.594520012734920,0.000000000000000,0.000000000000000,0.013017369185803,3,6,515283.000000000000000,4.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002887797217947,0.018507934285899,0.008301589710568,41947.000000000000000,18815.0000000,3.000000000000000,2.667866199847277,0.194785419011052,279996.377505261510000,2039789094.402212400000000,6545.000000000000000,,6046541.000000000000000
6,安徽省,340000,安庆市,340800,桐城市,340881,0,县级市,地级市,省,116.9349976,30.9839001,340881,1537.5000000,664455.000000000000000, ,105.206777996000000,0.000000000000000,0.109797369605708,0.000000000000000,126039.000000000000000,93640.000000000000000,958167.000000000000000,0.000000000000000,1537.496904843296500,0.073778926829268,0.560878243902439,0.000000000000000,0.000000000000000,432.165853658536610,0.000000000000000,2,453760.000000000000000,0.000000000000000,0.000000000000000,0.109797369605708,0.265615609756098,0.000000000000000,0.000000000000000,0.054813658536585,3,6,664455.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.012619902439024,0.059117853658537,0.002041170731707,100993.000000000000000,3487.0000000,1.000000000000000,3.179392390243903,0.109797369605708,199523.123344840830000,1537496904.843296500000000,21559.000000000000000,,5431462.000000000000000
7,安徽省,340000,安庆市,340800,望江县,340827,0,县,地级市,省,116.6770020,30.2411995,340827,1321.1899414,526712.000000000000000, ,21.897510133200001,0.000000000000000,0.073179272487466,0.000000000000000,134402.000000000000000,25109.000000000000000,951907.000000000000000,0.000000000000000,1321.191930978496200,0.091555192943151,0.648442947641675,0.000000000000000,0.000000000000000,398.664857711055160,0.000000000000000,3,92435.000000000000000,0.000000000000000,0.000000000000000,0.073179272487466,0.062967100636153,0.000000000000000,0.000000000000000,0.017104353652547,3,6,526712.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.007656052837667,0.081869151898683,0.002029988206802,120183.000000000000000,2980.0000000,1.000000000000000,7.320567994716529,0.073179272487466,170960.004385964160000,1321191930.978496300000000,11239.000000000000000,,10746512.000000000000000
8,安徽省,340000,安庆市,340800,宜秀区,340811,0,市辖区,地级市,省,117.0660019,30.6513996,340811,418.2699890,254431.000000000000000, ,65.629562043799993,0.000000000000000,1.219481554048264,0.000000000000000,48863.000000000000000,44013.000000000000000,162958.000000000000000,0.000000000000000,418.270436380345700,0.105139505953325,0.350640026423713,0.000000000000000,0.000000000000000,608.293701874182260,0.000000000000000,1,85718.000000000000000,0.000000000000000,0.000000000000000,1.219481554048264,0.184441155297609,0.000000000000000,0.000000000000000,0.094703662802605,3,6,254431.000000000000000,4.000000000000000,2,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.047247472969795,0.052097450384583,0.005794582598946,24212.000000000000000,2693.0000000,4.000000000000000,9.460666325430905,1.219481554048264,97552.851786007901000,418270436.380345700000000,21958.000000000000000,,4396792.000000000000000
9,安徽省,340000,安庆市,340800,迎江区,340802,0,市辖区,地级市,省,117.1709976,30.5557995,340802,206.9210052,251080.000000000000000, ,11.516483516499999,0.000000000000000,1.083637178293722,0.000000000000000,29230.000000000000000,22183.000000000000000,109587.000000000000000,0.000000000000000,206.921185457879370,0.127135473599407,0.476647114106679,0.000000000000000,0.000000000000000,1213.409917943480400,0.000000000000000,1,516.000000000000000,0.000000000000000,0.000000000000000,1.083637178293722,0.002244334737506,0.000000000000000,0.000000000000000,0.096484646283122,3,6,251080.000000000000000,4.000000000000000,1,3.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.053798791411258,0.073336682188149,0.000000000000000,16861.000000000000000,0.0000000,4.000000000000000,14.613646383366731,1.083637178293722,88846.239170962101000,206921185.457879360000000,12369.000000000000000,,3359856.000000000000000
10,安徽省,340000,安庆市,340800,岳西县,340828,0,县,地级市,省,116.2080002,30.8983002,340828,2368.9199219,321636.000000000000000, ,650.160178685000010,0.000000000000000,0.335078594064253,0.000000000000000,11153.000000000000000,4227.000000000000000,471927.000000000000000,405.000000000000000,2368.917581916994100,0.004237247492965,0.179294494540712,0.000000000000000,0.000153867590303,135.773268243455500,0.000000000000000,3,1796903.000000000000000,0.000000000000000,0.000000000000000,0.335078594064253,0.682679344736979,0.000000000000000,0.000000000000000,0.001605921738793,3,6,321636.000000000000000,4.000000000000000,3,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.001749151569767,0.002461501524874,0.000026594398324,6479.000000000000000,70.0000000,3.000000000000000,0.081156605685443,0.335078594064253,259881.741301630480000,2368917581.916994100000000,4604.000000000000000,,213615.000000000000000
